City,Hemisphere,Latitude,Longitude,Temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph)
Sobolevo,northern,54.4299,31.8996,7.65,95,98,7.96
Sunyani,northern,7.3399,-2.3268,84.33,33,26,2.64
Yulara,southern,-25.2406,130.9889,84.2,54,33,3.44
Zhezkazgan,northern,47.8043,67.7144,-10.64,89,0,7.81
Shonguy,northern,68.7526,33.146,-9.4,77,40,2.24
Mweka,southern,-4.85,21.5667,74.7,74,100,1.36
Mount Isa,southern,-20.7333,139.5,78.8,89,82,5.75
Kalmunai,northern,7.4167,81.8167,73.22,80,68,9.31
Lüderitz,southern,-26.6481,15.1594,69.8,68,0,12.46
Arman',northern,59.7,150.1667,13.77,86,100,17.67
Manta,southern,-0.95,-80.7333,78.8,89,90,5.75
Sinaloa,northern,25,-107.5,78.57,38,1,9.22
Karratha,southern,-20.7377,116.8463,82.24,52,0,13.8
Mizdah,northern,31.4451,12.9801,58.21,34,0,4.76
Ishigaki,northern,24.3448,124.1572,68.13,74,99,18.54
Kargat,northern,55.1956,80.2811,-7.58,89,100,12.28
Singaparna,southern,-7.3515,108.111,71.49,89,90,0.98
Saldanha,southern,-33.0117,17.9442,68,73,0,13.8
Valentín Gómez Farías,northern,28.2167,-106.5833,71.01,19,18,5.01
Varhaug,northern,58.6147,5.6457,14.14,73,0,7.09
Tucuruí,southern,-3.7661,-49.6725,80.65,85,100,3.24
Abnūb,northern,27.2696,31.1511,68,42,0,6.91
Poconé,southern,-16.2567,-56.6228,97.83,24,1,2.28
Pandamatenga,southern,-18.5278,25.627,67.12,90,100,7.38
Muborak,northern,39.2553,65.1528,53.82,53,74,7.36
Xining,northern,36.6167,101.7667,29.46,68,0,1.61
Sonoita,northern,31.85,-112.8333,73.99,17,76,3
Narrabri,southern,-30.3167,149.7833,63.19,68,40,11.5
Kayes,northern,14,-11,84.88,14,37,6.49
Cockburn Town,northern,21.4612,-71.1419,78.8,69,40,13.8
Hay River,northern,60.8156,-115.7999,-18.4,69,100,21.85
Oussouye,northern,12.485,-16.5469,82.29,64,0,6.91
Muncar,southern,-8.4333,114.3333,75.83,88,83,3.51
Kumul,northern,42.8,93.45,35.46,72,99,5.35
Barcelos,northern,41.5388,-8.6151,50.67,76,75,13.8
Yüksekova,northern,37.5736,44.2872,41,56,0,6.91
Aku,northern,6.7081,7.3167,86.23,39,50,4.16
Drochtersen,northern,53.7102,9.3846,25.32,89,100,3
Pangody,northern,65.85,74.4859,-20.96,87,91,10.04
Vaitape,southern,-16.5167,-151.75,82.04,73,0,15.39
Sivas Province,northern,39.7916,37.0019,37.4,75,0,18.41
Novo Aripuanã,southern,-5.1206,-60.3797,74.66,97,100,3.04
Mendoza,southern,-32.8908,-68.8272,71.6,64,75,6.91
Honningsvåg,northern,70.9821,25.9704,26.6,68,75,27.63
Chagoda,northern,59.164,35.3285,1.63,92,100,2.39
Cavalcante,southern,-13.7975,-47.4583,75.69,79,58,2.46
Mama,northern,58.3106,112.8986,18.39,91,100,5.66
Atar,northern,20.5169,-13.0499,68.61,23,0,8.84
Zhalantun,northern,48,122.7167,12.63,92,100,4.43
Zhengjiatun,northern,43.5064,123.5064,13.84,93,0,3.89
Chernyshevsk,northern,52.5243,117.0174,2.7,93,100,3.29
Mendi,southern,-6.1761,143.6513,54.63,97,100,1.97
Hobyo,northern,5.3505,48.5268,77.11,72,80,22.41
Baker City,northern,44.7749,-117.8344,31.93,48,40,1.52
Walvis Bay,southern,-22.9575,14.5053,65.59,88,59,11.5
Praia,northern,14.9215,-23.5087,69.8,73,0,20.71
Pimentel,southern,-6.8367,-79.9342,77.97,51,0,18.41
Laguna,northern,38.421,-121.4238,61.38,59,1,4.07
Estelle,northern,29.8458,-90.1067,71.51,83,75,8.05
Bacolod City,northern,10.6667,122.95,75.92,86,95,3.27
Pisco,southern,-13.7,-76.2167,76.14,69,0,6.91
Puerto Nariño,southern,-3.7703,-70.3831,82.4,83,75,4.61
Teya,northern,60.3778,92.6267,-2.85,85,100,10.38
Cairns,southern,-16.9167,145.7667,76.5,94,75,1.14
Dabat,northern,12.9842,37.765,49.17,49,48,0.34
Chalmette,northern,29.9427,-89.9634,71.74,68,40,5.75
Barra de Tecoanapa,northern,16.5167,-98.75,83.53,59,0,9.82
Thinadhoo,northern,0.5333,72.9333,82.06,81,95,14.63
El Dorado,northern,38.7666,-120.5177,54.18,63,100,5.06
Saint Anthony,northern,45.0205,-93.218,7.99,51,1,17.27
Luziânia,southern,-16.2525,-47.9503,79.45,57,40,4.61
Tabat,southern,-2.635,115.2274,74.84,93,100,0.45
Nago,northern,26.5881,127.9761,61.65,59,75,5.75
Georgiyevka,northern,43.0369,74.7114,23,93,90,2.24
Lukang,northern,24.0567,120.4352,61.66,88,40,2.77
Beya,northern,53.0533,90.9139,1.74,87,1,7.78
Lakes Entrance,southern,-37.8811,147.981,59.49,78,99,10.94
Oddur,northern,4.1213,43.8894,75.97,34,49,13.4
Province of Mantua,northern,45.1667,10.7833,47.68,92,100,1.01
Fairmont,northern,39.4851,-80.1426,30.9,88,99,3.78
Namtsy,northern,62.7161,129.6658,-32.8,68,14,6.71
Caravelas,southern,-17.7125,-39.2481,78.31,67,58,7.07
La Asuncion,northern,11.0333,-63.8628,78.8,64,0,15.73
Buenos Aires,southern,-34.6132,-58.3772,72.36,68,75,11.5
Foki,northern,56.693,54.3499,-11.7,90,78,4.12
Port Macquarie,southern,-31.4333,152.9167,64.4,94,75,9.22
Makassar,southern,-5.14,119.4221,75.2,94,20,3.44
Jacmel,northern,18.2342,-72.5347,91.4,35,46,16.11
Beipiao,northern,41.7919,120.7792,25.14,87,0,1.88
Tuy Hoa,northern,13.0833,109.3,72.14,92,77,12.03
Alenquer,southern,-1.9417,-54.7383,82.4,78,75,4.61
Monrovia,northern,6.3005,-10.7969,80.6,94,75,9.01
Kieta,southern,-6.2167,155.6333,79.77,83,55,9.33
Hohhot,northern,40.8106,111.6522,15.8,62,0,4.47
Touros,southern,-5.1989,-35.4608,86,58,20,18.41
Murud,northern,18.3258,72.965,71.78,49,0,5.28
Oktyabr'skoye,northern,43.0645,44.7417,26.6,100,16,4.47
Berbera,northern,10.4396,45.0143,76.69,57,66,3.56
Allanton,northern,55.7833,-2.2167,28.99,93,100,12.59
Sindi,northern,20.8,78.8667,60.8,63,4,2.3
Kiama,southern,-34.6833,150.8667,61.83,93,100,1.01
Alta Floresta,southern,-9.8756,-56.0861,81.66,86,100,3.2
Hervey Bay,southern,-25.2986,152.8535,70,74,10,1.01
Kibre Mengist,northern,5.8833,38.9833,62.67,58,83,3.74
Nuevo Progreso,northern,23.1667,-97.95,78.53,63,74,8.01
Olafsvik,northern,64.8945,-23.7142,28.9,94,100,21.59
Bandarbeyla,northern,9.4942,50.8122,75.42,71,96,21.92
Omutninsk,northern,58.67,52.1932,-20.45,86,0,4.09
Sibolga,northern,1.7427,98.7792,78.15,80,97,3.69
Srednekolymsk,northern,67.45,153.6833,-15.09,87,0,5.46
Lensk,northern,60.7253,114.9278,4.21,91,99,3.65
Sabzawār,northern,36.2126,57.6819,50.18,52,53,0.96
Berlevåg,northern,70.8578,29.0864,19.4,63,75,16.11
Vestmannaeyjar,northern,63.4427,-20.2734,37.6,79,100,16.62
Puri,northern,19.8,85.85,64.4,82,66,4.45
Chulym,northern,55.0997,80.9572,-5.96,90,100,12.26
Little Current,northern,45.9793,-81.9248,14.13,67,90,12.66
Hermosillo,northern,29.0667,-110.9667,78.39,15,1,4.61
Shebunino,northern,46.4339,141.8603,21.33,93,100,13.62
North Bend,northern,43.4065,-124.2243,45.41,76,40,4.43
Pathein,northern,16.7833,94.7333,63.36,79,0,4
Mwense,southern,-10.3845,28.698,67.87,89,100,3.78
Abhā,northern,18.2164,42.5053,50,66,0,3.65
Deputatsky,northern,69.3,139.9,-20.31,90,75,2.75
Macapá,northern,0.0389,-51.0664,89.6,62,75,11.5
Kohlu,northern,29.8962,69.252,52.12,41,0,5.93
Makkah al Mukarramah,northern,21.4267,39.8261,75.36,43,0,6.4
Arlit,northern,18.7369,7.3853,73.02,15,1,5.01
Hingatungan,northern,10.584,125.1852,78.33,84,88,6.11
Leirvik,northern,59.7798,5.5005,20.26,65,24,5.01
Mokhsogollokh,northern,61.4681,128.9203,-24.32,87,54,4.54
Imbituba,southern,-28.24,-48.6703,80.6,69,20,11.5
Gondanglegi,southern,-7.7479,112.0132,74.32,90,96,2.75
Santa Fe,southern,-31.6333,-60.7,82.83,44,100,4
Kazaki,northern,52.6248,38.2649,9.07,95,100,11.56
Aras,northern,42.5617,-2.356,44.6,81,0,2.3
Pinehurst,northern,35.1954,-79.4695,62.42,63,75,3.44
Turukhansk,northern,65.8167,87.9833,4.32,94,96,13.2
Kang,southern,-23.6752,22.7876,71.96,75,100,8.86
Luwuk,southern,-0.9516,122.7875,78.73,73,98,1.77
Kungälv,northern,57.871,11.9805,17.78,61,100,7
Swan Hill,southern,-35.3378,143.5544,69.28,50,0,6.53
Key Largo,northern,25.0865,-80.4473,78.33,83,14,8.59
Ialibu,southern,-6.2821,143.9935,55.53,95,100,2.01
College,northern,64.8569,-147.8028,-39.84,79,20,3.44
Yenotayevka,northern,47.2456,47.0281,33.01,99,100,23.71
Mont-Joli,northern,48.5839,-68.1921,12.2,52,20,5.75
